NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
EL MASSIRA,المسيرة,BEN GUERIR,ابن جرير,0661056635,Rehamna,Marrakech - Tensift - Al Haouz
COL ABDELLAH guenoun,إع.عبد الله كنون,rue el kods quartier guenbouria,شارع القدس حي الكنبورية,0673695256,Tanger Assilah,Tanger - Tetouan
IBN TOUMART,ابن تومرت,GRANDE MGHOUAGHA COMMUNE CHARF,حي مغوغة طريق تطوان,0539957650,Tanger Assilah,Tanger - Tetouan
SAKIA LHAMRA,الساقية الحمراء,HAY TANJAH BALIA rue 50 COMMUNE CHARF,زنقة 50طنجة البالية جماعة الشرف,0673695257,Tanger Assilah,Tanger - Tetouan
ZEGZEL,زكزل,COMMUNE DE ZEGZEL,جماعة زكزل,,Berkane,l'Oriental
IBNOU LKHATIB,ابن الخطيب,MUNICIPALITE DE AKLIM  B P 359,ص ب  359 ,0642140504,Berkane,l'Oriental
BOUGAFER,بوكافر,ALNIF CENTRE,النبف  المركز,0661162394,Tinghir,Sous-Massa-Draa
IBN SYNA,ابن سينا,LOTISSEMENT EL Mokhtar essoussi,تجزئة المختارالسوسي,0678991381,Taourirt,l'Oriental
Lycée collègial AL BIBANE,ثانوية البيبان الإعدادية,DOUAR AIN BARDA COMMUNE AL BIBANE,دوار عين باردة - جماعة  البيبان,0535977238,Taounate,Taza  - Al Hoceima - Taounate
RHOUAZI,الغوازي,COMMUNE GHOUAZI CENTRE,مركز الغوازي,0535977212,Taounate,Taza  - Al Hoceima - Taounate
LYCEE COLLEGIAL ENNACER,ثانوية النصر الإعدادية,quartier ESSALAM,حي السلام,061902153,Oued Ed-dahab,Oued Ed-dhab - Lagouira
BIR INZARANE,بئر أنزران, SEBT EL GUERDAN CENTRE,سبت الكردان المركز,0661638918,Taroudant,Sous-Massa-Draa
ASKAOUNE,أسكاون,COMMUNE ASKAOUN CENTRE,مركز أسكاون,,Taroudant,Sous-Massa-Draa
Lycée collègial Agadir melloul,ثانوية  أكدير ملول الإعدادية,CENTRE COMMUNE AGADIR MELLOUL, جماعة أكدير ملول  ,0661913127,Taroudant,Sous-Massa-Draa
ANAS IBN MALIK,أنس بن مالك,HAY SALAM OULFA,حي السلام,0522931408,Hay Hassani,Grand Casablanca
IBN ZOHR,ابن زهر,HAY ENNASSIM  LISSASFA,حي النسيم لساسفة,0522931442,Hay Hassani,Grand Casablanca
IMAM ALI,الامام علي,CENTRE SIDI ALI ROUTE DE CASA,مركز سيدي علي بن حمدوش,0662055685,El Jadida,Doukala - Abda
ESSAHEL,الساحل,CENTRE BIR JDID ,بلدية البئر الجديد,0523360313,El Jadida,Doukala - Abda
EL FATH,الفتح,CENTRE OUTAT EL HAJ COMMUNE OUTAT EL HAJ,مركز اوطاط الحاج جماعة اوطاط الحاج,0660146370,Boulmane,Fès - Boulmane
SALAH EDDINE AYOUBI,صلاح الدين الأيوبي,LOT ALM EXT 6 AL BASSATINE,تجزئةALM توسيع 6 حي البساتين,0535500490,Meknes,Meknès - Tafilalet
ENNAHDA,النهضة,AARAB SABBAH ZIZ Erfoud,عرب الصباح زيز ارفود,0661120044,Errachidia,Meknès - Tafilalet
EN NAKHIL,النخيل,HANNABOU,حنابو,061120050,Errachidia,Meknès - Tafilalet
KHADIJA OUM EL MOUMININE,خديجة ام المؤمنين,MUNICIPALITE BNI ANSAR,بني آنصار المركز,036-34-82-28,Nador,l'Oriental
MOHAMMED EL FASSI,محمد الفاسي,HAY IKASRIOUEN ZEGHANGHANE,حي اكسريوا زغنغن,0536-35-16-57,Nador,l'Oriental
EL KHAWARIZMI,الخوارزمي,HAY TIRAQAA NADOR,حي ترقاع الناظور,0536-33-12-58,Nador,l'Oriental
MOHAMED ETTARHOUCHI(COLLEGE),محمد الطرهوشي,commune de nekor,جماعة النكور,0539843096,Al Houceima,Taza  - Al Hoceima - Taounate
AIT KAMRA(COLLEGE),ايت قمرة,CENTRE AIT KAMRA,مركز ايت قمرة جماعة ايت قمرة,0539843132,Al Houceima,Taza  - Al Hoceima - Taounate
BNI ABDELLAH (COLLEGE),بني عبد الله,CENTRE BNI ABDELLAH,مركزبني عبد الله جماعة بني عبد الله,0539843103,Al Houceima,Taza  - Al Hoceima - Taounate
BNI BOUNSAR(COLLEGE),إعدادية بني بونصار,CENTRE BNI BOUNSAR,مركزبني بونصار  جماعة بني بونصار,0539843101,Al Houceima,Taza  - Al Hoceima - Taounate
 ABDELMALEK ESSAADI,إعداديةعبد المالك  السعدي,QUARTIER  TABRIQUET  SALA,حي تابريكت,0660191246,Salé,Rabat - Salé - Zemmour - Zaer
el moujahid nadel el hachimi,المجاهد ناضل الهاشمي,HAY ER BIEB,حي اربييب,0661461752,Es-smara,Guelmim - Es-smara
COLLEGE  AIT MAJDEN,ثانوية ايت ماجطن الإعدادية,COMMUNE  AIT MAJDEN,ايت ماجطن,0666092178,Azilal,Tadla - Azilal
MOUAD BNOU JABAL,معاذ بن جبل,QUARTIER administratifSOUK EL ARBAA,الحي الإداري سوق الار بعاء,037902462,Kenitra,Gharb - Chrarda - Beni Hssen
ABOU ALALAA ELMAARI,ابو العلاء المعري,COMMUNE SIDI BOUBKER EL HAJ CENTRE,جماعة سيدي بوبكر الحاج  المركز,0661048571,Kenitra,Gharb - Chrarda - Beni Hssen
MOULAY ISMAIL,مولاي  اسماعيل,"EL HAdDADA,KENITRA",الحدادة  القنيطرة,0661048527,Kenitra,Gharb - Chrarda - Beni Hssen
EL MAHDI BEN TOUMERT,المهدي بن تومرت,RUE EL MASSIRASAKNIA KENITRA,شارع المسيرة  الساكنية القنيطرة,0661048541,Kenitra,Gharb - Chrarda - Beni Hssen
KHALID IBN ELOUALID,خالد ابن الوليد,RAS IJERRI,راس جري,0661124967,El Hajeb,Meknès - Tafilalet
OMAR BEN EL KHATTAB,عمر ابن الخطاب,AVENUE DES ECOLES MUNICIPALITE SI YOUSSEF BEN ALI,شارع المدارس مقاطعة سيدي يوسف بن علي,0661266821,Marrakech,Marrakech - Tensift - Al Haouz
AL AMAL,الأمل,MASSIRA 1,المسيرة 1,0660191033,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
20 AOUT,20 غشت,LOTISSEMENT AIN AL HAYAT,تجزءة عين الحياة الصخيرات,0660191023,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ZGHIRA,ازغيرة,C ZGHIRA,ازغيرة,0613184953,Ouezzane,Tanger - Tetouan
NOUIRAT,النويرات,Lycée collégial nouirat  commune nouirat,الثانوية الإعدادية النويرات - جماعة النويرات,0671832905,Sidi Kacem,Gharb - Chrarda - Beni Hssen
DAR AL ASLOUJI,دار العسلوجي,C DAR ELASLOUJI,دا رالعسلوجي,0671833038,Sidi Kacem,Gharb - Chrarda - Beni Hssen
SIDI AHMED ECHRIF,سيدي احمد الشريف,C SIDI AHMED CHERIF,سيدي أحمد الشريف,0613185046,Ouezzane,Tanger - Tetouan
MOHAMED ZERKTOUNI ,محمد الزرقطوني,AVENUE MOHAMMED 6  ROUTE RAS LOUTA FNIDQ,شارع محمد السادس، طريق راس لوطا ص.ب 145,0539677330,M'diq Fnidaq,Tanger - Tetouan
ABOU AL ALAE AL MAARRI,أبو العلاء المعري,RENFE CAL HAMRA,جماعة الحمراء . قيادة بني حسان,0667065469,Tetouan,Tanger - Tetouan
IBN TOUFAIL,ابن طفيل,rue zahraoui mohamed quartier gibraltar branes 2,شارع الزهراوي محمد - حي جبل طارق - البرانص 2,0655791006,Tanger Assilah,Tanger - Tetouan
lycee collegial  AL JADIDA,الثانوية الإعدادية الجديدة,CENTRE AIT OURIR MUNICIPALITE AIT OURIR,مركز ايت اورير بلدية ايت اورير,0661487934,Al Haouz,Marrakech - Tensift - Al Haouz
AL KHAOUARIZMI,الخوارزمي,AGUELMOUS CENTRE,مركز جماعة اكلموس,0661124940,Khenifra,Meknès - Tafilalet
AMALOU,امالو,QUARTIER MITCHEFSSAN KHENIFRA,حي متشيفسان خنيفرة,0661124989,Khenifra,Meknès - Tafilalet
AL MOUTANABI,المتنبي,LAMRIJA CENTRE,لمريجة المركز,0535218194,Guercif,Taza  - Al Hoceima - Taounate
LYCE COLLEGEAL IBNOU AL MOKAFAE					,الثانوية الإعدادية ابن المـقــفـــع					,COMMUNE RURALE  GALDAMANE,الجماععــة القرويــة كلدمــان,0659597447,Taza,Taza  - Al Hoceima - Taounate
RIF,الريف,SIDI ALI BOUREKBA CENTRE,سيدي علي بورقبة المركز,0535214334,Taza,Taza  - Al Hoceima - Taounate
AL IMAM ALI,الإمام علي,AVFAR  RKIBA,شارع الجيش الملكي الركيبة,0660146475,Sefrou,Fès - Boulmane
CHARIF AL IDRISSI,الشريف الإدريسي,MUNICIPALITE IMOUZER KANDAR,بلدية إيموزار كندر,0660146470,Sefrou,Fès - Boulmane
OMAR IBN AL KHATTAB,عمر بن الخطاب,COMMUNE IGHZRANE,جماعة إغزران,0660146485,Sefrou,Fès - Boulmane
Lycée collégial OUARGUI,الثانوية الإعدادية واركي,commune OUARGUI,جماعة واركي,0667014874,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
Lycée collégial MOHAMMED AABID EL JABRI,الثانوية الإعدادية  محمد عابد الجابري,MUNICIPALITE KELAA,تجزئة الهناء2,+212661056943,El Kelaa Des Sraghna,Marrakech - Tensift - Al Haouz
college etTABARI,ثانوية الطبري الإعدادية,BLAD ELHAOUARI,بلاد الهواري,069595015,Larache,Tanger - Tetouan
 lycee collegial IGLI,اكلي,IGLI mellab,إكلي,61900193,Errachidia,Meknès - Tafilalet
COLLEGE EL MANSOUR EDDAHBI,ثانوية المنصور الذهبي الإعدادية,LOTISSEMENT AL HASSANIA souk sebt,تجزئة الحسنية سوق السبت,0661940942,Fkih ben salah,Tadla - Azilal
COLLEGE  LOUZ,ثانوية اللوز الإعدادية,AFOURER CENTRE,أفورار المركز,074909448,Azilal,Tadla - Azilal
COLLEGE  MOULAY YOUSSEF,ثانوية مولاي يوسف الإعدادية,DEMNATE CENTRE,بلدية دمنات,074909451,Azilal,Tadla - Azilal
ABDERRAHIM BOUABID,عبد الرحيم بوعبيد,MOULAY RACHID HAY RAJA 1,مولاي رشيد حي الرجاء 1,0522-71-38-28,Moulay R'chid_Sidi Otmane,Grand Casablanca
EL HASSAN EL YOUSSI,الحسن  اليوسي,AV 20 AOUT AL MADINA AL JADIDA HAY MOULAY RACHID,محج 20 غشت المدينة الجديدة  حي ملاي رشيد,0661200481,Moulay R'chid_Sidi Otmane,Grand Casablanca
LYCEE COLLEGIAL EL MANSOURIA,الثانوية الإعدادية المنصورية,commune urbaine el mansouria PROVINCE BEN SLIMANE,الجماعة الحضرية المنصورية إقليم بن سليمان,0523330085,Benslimane,Chaouia - Ourdigha
Collège IBN EL HAYTAM,إعدادية ابن الهيثم,HASSI BLAL CENTRE JRADA,حاسي بلال جرادة,0536529817,Jerada,l'Oriental
MOULAY SLIMANE,مولاي سليمان,hay al andalouss salmia2,حي الأندلس السالمية 2,0522291108,Ben Msik,Grand Casablanca
BRAHIM ROUDANI,ابراهيم الروداني,ben msik,ابن مسيك,0522373948,Ben Msik,Grand Casablanca
COLLEGE 18 MAI,ثانوية 18 ماي الاعدادية  ,avenue des palmiers, شارع النخيل,0660146928,Boulmane,Fès - Boulmane
COLLEGE chahid mOHAMED eL aNSRI,ثانوية الشهيد محمد العنصري الاعدادية,CENTRE CR BNI BATAOUCERCLE BEJAAD,مركز  جماعة  بني  بتاو,O671801974,Khouribga,Chaouia - Ourdigha
ALLAL AL FASSI II,علال الفاسي2,MUNICIPALITE ZAIO CENTRE,مركز زايو,0536-33-99-90,Nador,l'Oriental
COLLEGE AL WAFAE,إعدادية الوفاء,COMMUNE TINGHIR,جماعة تنغير,0661982513,Tinghir,Sous-Massa-Draa
ELATLAS ELKABIR,الأطلس الكبير,COMMUNE IGHREM N'OUGDAL,جماعة اغرم نوكدال,,Ouarzazate,Sous-Massa-Draa
LYCEE COLLEGIAL 30 JUILLET,الثانوية الإعدادية 30 يوليوز,CENTRE ECHEMMAIA,مركز الشماعية,0661162706,Youssoufia,Doukala - Abda
ERRAZI,الرازي,CENTRE COMMUNE SIDI AISSA,ثلاثاء سيدي عيسى -المركز -,0661902751,Safi,Doukala - Abda
IBN MANDOUR,ابن منظور,CENTRE DAR CAID AISSA,مركز دار القائد عيسى,0661111698,Safi,Doukala - Abda
IBN AL KHATIB,ابن الخطيب,hay nassim lissasfa,حي النسيم  لساسفة,0522931434,Hay Hassani,Grand Casablanca
IDRISS I,ادريس الأول,bouskoura centre,بوسكورة المركز,0661725264,Nouaceur,Grand Casablanca
KISS,كيس,COMMUNE AHFIR,بلدية أحفير,0642140433,Berkane,l'Oriental
LYCEE collegial MY RACHID,ثانوية مولاي رشيد التأهيلية,HAY EL AMAL,حي الأمل,0661439495,Oued Ed-dahab,Oued Ed-dhab - Lagouira
LAYOUNE,العيون,DOUAR AGUERDE TAMANARTE,تمنارت,0661462198,Tata,Guelmim - Es-smara
IBN NADIM,ابن النديم,RUE 15 HAJ FATEH OULFA ,الزنقة 15  الحاج  فاتح الألفة ,022890019,Hay Hassani,Grand Casablanca
TOURIA SEKKAT,ثريا السقاط,LAHRAOUYINE Sidi othman,لهراويين سيدي عثمان,0522384479,Moulay R'chid_Sidi Otmane,Grand Casablanca
CHAHID JOUDAR MOHAMED BEN ABDELLAH,الشهيد جودار محمد ابن عبد الله,COMMUNE ELMEJJATIA OULED ETTALEB,جماعة المجاطية اولاد الطالب,0522338169,Mediouna,Grand Casablanca
ETTAHADDI,التحدي,ROUTE ELGARA BENSLIMANE PK20 CM SIDI HEJJAJ,طريق بنسليمان كم 16 جماعة سيدي حجاج,0661584126,Mediouna,Grand Casablanca
AL IMAM AL GHAZALI,الإمام الغزالي,hay ennasr 2 salmia 2,حي النصر2 السالمية 2   ,0522382934,Ben Msik,Grand Casablanca
OMAR BNOU EL KHATTAB,عمر بن الخطاب,hay laymoune lissasfa,حي الليمون لساسفة,0522931479,Hay Hassani,Grand Casablanca
ESSAADA,السعادة,CENTRE COMMUNE EL FAID,مركز جماعة الفيض,0661965800,Taroudant,Sous-Massa-Draa
ALMANSOUR DAHBI,المنصور الدهبي,CENTRE COMMUNE AHMAR LAGLALCHA,مركز جماعة أحمر الكلالشة,059595664,Taroudant,Sous-Massa-Draa
Lycée collègial Argan,ثانوية  أركان الإعدادية,CENTRE COMMUNE ARGANA,مركز جماعة أركانة,,Taroudant,Sous-Massa-Draa
lycee collegial affella ighir,الثانوية الاعدادية افلا اغير, centre COMMUNE AFELLA IGHIR,مركز جماعة افلا اغير,,Tiznit,Sous-Massa-Draa
lycee collegial IMAM MALIK,الثانوية الاعدادية الامام مالك,QUARTIER AL YOUSSOUFIA TIZNIT,الحي الاداري اليوسفية,0661502483,Tiznit,Sous-Massa-Draa
ANNAJAH,النجاح,boulevard ibn toufail  rmel tarrast inezgane,شارع ابن طفيل الرمل تراست انزكان,0679826231,Inzegane Ait Melloul,Sous-Massa-Draa
AHMED NEJAII,أحمدالنجاعي,HAY AL ITTIHAD AL ARABI,حي الاتحاد العربي تمارة,0660191060,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AL IMAM MOSLIM,الإمام مسلم,ben abid,ابن عبيد,0661725445,Nouaceur,Grand Casablanca
COLLEGE SIDI TAIBI,"  ثا ,إع , سيدي الطيبي",COMMUNE SIDI TAIBICENTRE,جماعة سيدي الطيبي المركز,0661048554,Kenitra,Gharb - Chrarda - Beni Hssen
AL OKHOWA,الاخوة,OULED ABI RAHMA COMMUNE AMMEUR SEFLIA,أولاد بورحمة جماعة عامر السفلية,0661048555,Kenitra,Gharb - Chrarda - Beni Hssen
IMAM MOUSLIM,إمام  مسلم,COMMUNE KARIAT BENAOUDA  CENTRE,جماعة قرية بنعودة  -  المركز,0661048564,Kenitra,Gharb - Chrarda - Beni Hssen
BENI MALEK,بني مالك,DOUAR OULED BENSBAACOMMUNE  BENI MALEK,دوار اولاد بن السبع جماعة بني مالك,0661048565,Kenitra,Gharb - Chrarda - Beni Hssen
SABOU,سبو,COMMUNE SOUK TLET ELGHARB CENTRE,جماعة سوق ثلاثاء الغرب المركز,0661048567,Kenitra,Gharb - Chrarda - Beni Hssen
ABOU EL KACEM ECHAABI,ابو القاسم  الشابي,COMMUNE SIDI MOHAMMEDE LAHMMERCENTRE,جماعة سيدي محمد لحمر المركز,0661048568,Kenitra,Gharb - Chrarda - Beni Hssen
LYCEE COLLEGIAL YOUSSEF IBN TACHFINE,الثانوية الإعدادية يوسف بن تاشفين,rue de marrakeche imintanout,طريق مراكش، بلدية إمينتانوت,0673086895,Chichaoua,Marrakech - Tensift - Al Haouz
COLLEGE TASSAOUT,ثانوية تساوت الإعدادية,centre anzou,مركز انزو,0661940839,Azilal,Tadla - Azilal
KASBAT BEN M CHICH,الثانوية الإعدادية قصبة ابن مشيش,COMMUNE KASBAT BEN MCHICH,قصبة بن مشيش,0671803275,Berrechid,Chaouia - Ourdigha
EL OUIDANE,الويدان,CHOUITARE COMMUNE ALOUIDANE PROVINCE MARRAKECH,الشويطر جماعة الويدان,0673080935,Marrakech,Marrakech - Tensift - Al Haouz
COLLEGE chahid el bouhali ben el kaid,ثانوية الشهيد البوهالي بن القائد الاعدادية,CENTRE COMMUNE OULED AZZOUZCERCLE KHOURIBGA,مركز  جماعة  اولاد  عزوز,0671801863,Khouribga,Chaouia - Ourdigha
Lycée collègial challah,الثانوية الإعدادية شالة,HAY AMAL COMMUNE BAB LAMRISSA,حي الأمل جماعة باب المريسة,0660191239,Salé,Rabat - Salé - Zemmour - Zaer
AL WIFAQ,الوفاق,HAY LALA SOUKAINA ZOUAGHA,حي للا سكينة زواغة,0660146420,Fès,Fès - Boulmane
JABER IBN HAYAN,جابر بن حيان,JNAN EL OUAED,جنان الورد,0660146407,Fès,Fès - Boulmane
CHOUHADA,الشهداء,QUARTIER CHOUHADA MUNICIPALITE MIDELT,حي الشهداء بلدية ميدلت,0661124988,Midelt,Meknès - Tafilalet
IBN HAZM,ابن حزم,HAY KAMILIA MEKNES,حي الانبعاث2 المنصور,0535468927,Meknes,Meknès - Tafilalet
HANAAE,الهناء, COMMUNE SIDI SLIMANE MOUL AL KIFANE,جماعة سيدي سليمان مول الكيفان,0661124951,Meknes,Meknès - Tafilalet
AHMED RACHIDI,أحمد الراشدي,AV JEBEL TIDHRIN,شارع جبل تدغين,0673695346,Tetouan,Tanger - Tetouan
ISSABANENE,اصبانن,HAY ISSABANENE NADOR,حي اصبانن الناظور,036-33-14-33,Nador,l'Oriental
AL MAGHRIB AL ARABI,المغرب العربي,HAY ZAHRA,حي الزهراء,0660191125,Khemisset,Rabat - Salé - Zemmour - Zaer
lycée collègial OULED DAOUD,ثانوية اولاد داود الإعدادية,OULeD DAOUD,اولاد داوود,0535977902,Taounate,Taza  - Al Hoceima - Taounate
COLLEGE chahid jilali ben labsIR,ثانوية الشهيد الجيلالي بن لبصير الاعدادية,CENTRE COMMUNE FOQRACERCLE KHOURIBGA,مركز  جماعة  الفقرا,0671801787,Khouribga,Chaouia - Ourdigha
16 NOVEMBRE,16 نونبر,FEZOITA,فزواطة,0661651874,Zagoura,Sous-Massa-Draa
LKTAWA,لكتاوة,KSAR BLIDA LKTAWA,قصر البليدة لكتاوة,0661543951,Zagoura,Sous-Massa-Draa
TANAGAMET,تنكامت,TANAGAMETE    BNI ZOLI,تنكامت- بني زولي,0661549348,Zagoura,Sous-Massa-Draa
AIT DAOUD,ايت داوود, ait daoud, ايت داوود,0661077159,Essaouira,Marrakech - Tensift - Al Haouz
EL FARABI,الفرابي,COMMUNE LAGHDIRA ARBIAA CHTOUKA,مركز أربعاء هشتوكة بجماعة هشتوكة,0661093559,El Jadida,Doukala - Abda
lycée collègial IBN ABBAD,ثانوية ابن عباد الإعدادية ,COMMUNE LAGHNADRA,جماعة الغنادرة,0661902807,Sidi bennour,Doukala - Abda
C ALI IBN ABI TALEB,اعدادية علي بن أبي طالب ,DOUAR  TAMAIT IZDER       COMMUNE DRARGA,دوار تمعيت ازدار  جماعة الدراركة,0661653374,Agadir Ida Outanane,Sous-Massa-Draa
C ABDELLAH IBN ABBAS,اعدادية عبد الله ابن العباس,DOUAR TAMRAGHT         COMMUNE AOURIR,دوار تمراغت جماعة اورير,0661651946,Agadir Ida Outanane,Sous-Massa-Draa
WAD NOUN,وادنون,quartier el qods Avenue ALMOKAWAMA,حي القدس,0661461790,Guelmim,Guelmim - Es-smara
ALLAL AL FASSI,علال الفاسي,HAY ELFILAHI- AVENUE MOHAMED V,الحي الفلاحي ، شارع محمد الخامس,0661462291,Assa Zag,Guelmim - Es-smara
AL  IMAM AL BOUKHARI,الإمام البخاري,AGADIR LHNA TATA,اكادير الهناء طاطا,0661462196,Tata,Guelmim - Es-smara
Lycée collegial azzaytoun,ثانوية الزيتون الإعدادية,centre tagmout,تكموت,0667018862,Tata,Guelmim - Es-smara
 lycee collegial AIT SIDI DAOUD,  الثانوية الإعداديةايت سيدي داود,DOUAR BALAATAR COMMUNE AIT SIDI DAOUD,دوار بلعطار جماعة ايت سيدي داود,061488194,Al Haouz,Marrakech - Tensift - Al Haouz
lycee collegial TAMAZOUZTE, الثانوية الإعدادية تمازوزت,CENTRE DE LA COMMUNE TAMAZOUZTE,مركز جماعة تمازوزت,0661488298,Al Haouz,Marrakech - Tensift - Al Haouz
lycee collegial  ZERKTEN,الثانوية الإعدادية وزرقطن,IMATCEN LA COMMUNE ZERKTEN,إ متسن جماعة زرقطن,0661236796,Al Haouz,Marrakech - Tensift - Al Haouz
LYCEE COLLEGIAL OUIRGANE,الثانوية الإعدادية ويركان,CENTRE DE LA COMMUNE OUIRGANE,مركز جماعة وركان,061237441,Al Haouz,Marrakech - Tensift - Al Haouz
LYCEE COLLEGIAL IBN ZOHR,الثانوية الإعدادية إبن زهر,ARBIAA GHAJDAMA COMMUN ABADOU,اربعاء غجدامة ىجماعة ابادو,0661236766,Al Haouz,Marrakech - Tensift - Al Haouz
ALI IBN ABI TALIB,علي بن أبي طالب,COMMUNE AZLA AZLA, جماعة أزلا . أزلا,0539707592,Tetouan,Tanger - Tetouan
ABDERRAHIM BOUABID,عبد الرحيم بوعبيد,COMMUNE MALLLYINE,الملاليين,0539-70-76-81,Tetouan,Tanger - Tetouan
20 AOUT,20غشت,BOURED CENTRE,بورد المركز,,Taza,Taza  - Al Hoceima - Taounate
AL INBIAAT,الإنبعاث,BOUHLOU CENTRE,بوحلو المركز,0535218271,Taza,Taza  - Al Hoceima - Taounate
JABER IBNOU HAYANE,جابر بن حيان,BENI YEFTAH CENTRE,بني يفتح المركز ,,Taza,Taza  - Al Hoceima - Taounate
MALKAA AL WIDANE,ملقى الويدان,commune malga widane,جماعة ملقى الويدان,0678991390,Taourirt,l'Oriental
Collège ABDELKRIM EL KHATTABI,إعدادية عبد الكريم الخطابي,CENTRE AIN BNI MATHAR,مركز عين بني مطهر,036659080,Jerada,l'Oriental
IBN ZOHR,ابن زهر,LAHNIBLATE  COMMUNE LAMRASLA,الحنيبلات جماعة لمراسلة,0661902735,Safi,Doukala - Abda
MY DRISS I,المولاى ادريس الاول,CENTRE COMMUNE KHMIS NAGGA,مركزجماعة خميس نكة,0524642216,Safi,Doukala - Abda
LYCEE COLLEGIAL IBN EL MOATAZ, الثانوية الإعدادية ابن المعتز, COMMUNE DE SIDI CHIKER, جماعة سيدي شيكر,0661112487,Youssoufia,Doukala - Abda
SIDI DAHBI,ثانوية سيدي الذهبي الإعدادية,CENTRE SIDI DAHBI,مركز سيدي الذهبي,,Settat,Chaouia - Ourdigha
COLLEGE DE BOUMERIEME,إعدادية بومريم,COMMUNE DE BOUMERIEME,جماعة بومريم,0662190221,Figuig,l'Oriental
TIFARITI,تفاريتي,RUE SIDI HARAZEM,شارع سيدي حرازم,0662190235,Figuig,l'Oriental
ABDELMALEK ESSAADI,عبدالمالك السعدي,RUE MERJANA LOTMOSTAKBAL SIDI MAAROUF OULED HADOU,زنقة مرجانة تجزئة المستقبل سيدي معروف أولاد حدو,0522974732,Ain Chok,Grand Casablanca
ABDELLAH IBRAHIM,عبد الله إبراهيم,hay anassi  sidi moumen,حي أناسي سيدي مومن,0662116617,Sidi Bernoussi,Grand Casablanca
AL KASSBA,القصبة,mahdia kasba,المهدية القصبة,0661048542,Kenitra,Gharb - Chrarda - Beni Hssen
JAOUHARA,جوهرة,hay jaouhara sidi kacem,حي جوهرة سيدي قاسم,061048577,Sidi Kacem,Gharb - Chrarda - Beni Hssen
IMAM CHATIBI,الامام الشاطبي,CITE BOUAIBA SKHIRATE CENTRE,حي بوعيبة الصخيرات,0660191024,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
ABOU FERRAS EL HAMDANI,ابوفراس الحمداني,CITE al wifak TEMARA,حي الوفاق تمارة,,Skhirate Temara,Rabat - Salé - Zemmour - Zaer
AL BOUSTANE,إعدادية البستان,av My Abellah hay Nahda HSAINE ELQUARIA,شارع مولاي عبد اله حي النهظة احصين سلا        ,0660191240,Salé,Rabat - Salé - Zemmour - Zaer
AL FATH,إعدادية الفتح,LAAYAYDA,واد الذهب العيايدة,060191243,Salé,Rabat - Salé - Zemmour - Zaer
ABDELLAH BNOU YASSINE,إعدادية عبدالله بن ياسين,COLLEGE BOUKNADEL CENTRE COMMUNE DE BOUKNADEL,بوقنادل المركز,0660191244,Salé,Rabat - Salé - Zemmour - Zaer
LYCEE COLLEGIAL EL FARABI,الثانوية الإعدادية الفارابي,CENTRE COMMUNE SIDI BOUZID,مركز جماعة  سيدي  بوزيد,0673086905,Chichaoua,Marrakech - Tensift - Al Haouz
LYCEE COLLEGIAL IBN SINA,الثانوية الإعدادية ابن سينا,   nzala  COMMUNE AIT HADI,جماعة أيت هادي نزالة,0673086904,Chichaoua,Marrakech - Tensift - Al Haouz
MOHAMED AZIZ LAHBABI,محمد عزيز الحبابي,centre TIDZI,مركز تدزي,0661063684,Essaouira,Marrakech - Tensift - Al Haouz
MOHAMED ZERKTOUNI,محمد الزرقطوني,OUNAGHA CENTRE,مركز أوناعة,0661063895,Essaouira,Marrakech - Tensift - Al Haouz
ALLAL EL FASSI,علال الفاسي,commune MRAMEUR,جماعة امرامر,061063879,Essaouira,Marrakech - Tensift - Al Haouz
ABDERRAHIM BOUABID,عبد الرحيم بوعبيد,KORIMAT CENTRE,مركز الكريمات,0661063897,Essaouira,Marrakech - Tensift - Al Haouz
SIDI SAID BEN ABDENAIM,سيدي سعيد بن عبدالنعيم,IDA OUTGHOUMA,إداوتغما,0661078925,Essaouira,Marrakech - Tensift - Al Haouz
MEHDI BEN BARKA,المهدي بن بركة,TAKATE,تكاط,061078296,Essaouira,Marrakech - Tensift - Al Haouz
OMAR BEN JELLOUL,عمر بن جلون,commune rurale zaouit ben hmida,جماعة زاوية بن حميدة,0661063898,Essaouira,Marrakech - Tensift - Al Haouz
AL KINDI,الكندي,TASSOULTANTE,تسلطانت,0661914256,Marrakech,Marrakech - Tensift - Al Haouz
IBN KHALDOUNE,ابن خلدون,AGAFAY,أكفاي,0661050487,Marrakech,Marrakech - Tensift - Al Haouz
ALLAL BEN ABDELLAH,علال بن عبد الله,SOUIHLA,السويهلة,0673080977,Marrakech,Marrakech - Tensift - Al Haouz
EL MANSOURIA,المنصورية,TAMANSOURTE COMMUNE HARBIL,تمنصورت جماعة حربيل,061059198,Marrakech,Marrakech - Tensift - Al Haouz
HOUMMANE AL FETOUAKI,حمان الفطواكي,HAY CHOUHADA MUNICIPALITE SIDI YOUSSEF BEN ALI,حي الشهداء مقاطعة سيدي يوسف بن علي,0661914189,Marrakech,Marrakech - Tensift - Al Haouz
