NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
PRINCE MOULAY EL HASSAN,الأمير مولاي الحسن,sais,سايس,0660146443,Fès,Fès - Boulmane
ibn arabi,ابن عربي ,zouagha,زواغة,,Fès,Fès - Boulmane
IBN SINA,ابن سينا,av bayrout mont fleuri 1,شارع بيروت مونفلوري 1,0660146446,Fès,Fès - Boulmane
ABELKRIM DAOUDI,عبد الكريم الداودي,HAY AL MASSIRA BEN SOUDA,حي المسيرة بنسودة,0660146503,Fès,Fès - Boulmane
CENTRE SOCIAL DES NON VOYANTS,مؤسسة محمد الخامس لإنقاد الضرير,ROUTE SEFROU face aref,طريق صفرو شارع ابن رشد أمام مقر الآكاديمية فاس,0660146445,Fès,Fès - Boulmane
ABDELKRIM ERRAISS,عبدالكريم الرايس,AV ABDELKABIR AL FASSI ADARISSA,شارع عبدالكبير الفاسي الادارسة,0660146439,Fès,Fès - Boulmane
AL MASSIRA,المسيرة,JNANE AL OUARD,جنان الورد,0661146457,Fès,Fès - Boulmane
ABDELLAH GUENNOUN,عبدالله كنون,bel air narjis,تجزئة الهواء الجميل النرجس,0660146448,Fès,Fès - Boulmane
ALLAL LOUDIYI,علال الوديي,BAB SIFFER AIN HAROUNE MERiNIDES bp 3703,باب السيفر عين هارون المرينيين ص ب 3707,0660146460,Fès,Fès - Boulmane
ABDELLAH CHEFCHAOUNI,عبد الله الشفشاوني,AIN NOUKBI   jnane el ouard FES MEDINA,عين النقبي جنان الورد  فاس المدينة,0660146456,Fès,Fès - Boulmane
SALAH EDDINE AL AYOUBI,صلاح الدين الأيوبي,RUE DU SOUDAN,شارع السودان,0660146436,Fès,Fès - Boulmane
IMAM IBN HANBAL,الإمام ابن حنبل,QUARTIER PRINCE HERITIER EXBOURAMMANA FES,حي ولي العهد بورمانة طريق صفرو,0660146441,Fès,Fès - Boulmane
MOULAY SLIMAN,مولاي سليمان,av saint louis ROUTE AIN CHKEF,شارع سان لوي الأطلس طريق عين الشقف,0660146437,Fès,Fès - Boulmane
YOUSSEF IBN TACHAFINE,يوسف بن تاشفين,RUE ben zakour  ATLAS,شارع سان لوي  الأطلس طريق عين الشقف,0660146438,Fès,Fès - Boulmane
OUM AYMAN,أم أيمن,RUE AL IRAK,زنقة العراق,0660-14-64-35,Fès,Fès - Boulmane
ABDRRAHIM BOUABID,عبد الرحيم بوعبيد,HAY TARIQ 1,حي طارق 1,0660146433,Fès,Fès - Boulmane
IBN HAZM,إبن حزم,AVENUE DES SPORTS aguedal,شارع الرياضة أكدال,0660146434,Fès,Fès - Boulmane
SIDI BRAHIM,سيدي ابراهيم,HAY SIDI BRAHIM BP5556,حي سيدي ابراهيم ص ب 5556,0660146440,Fès,Fès - Boulmane
ALLAL AL FASSI,علال الفاسي,FES JDID BP956 FES,زنقة بوطويل فاس الجديد ص ب 956,0660146442,Fès,Fès - Boulmane
IBN ROCHD,إبن رشد,av moulay rachid ROUTE DE SEFROU, شارع مولاي رشيد طريق صفرو,0660146444,Fès,Fès - Boulmane
LYCEE TECHNIQUE,الثانوية التقنية,AZZOHOUR 2 ROUTE SEFROU ,  حي الزهور 2 طريق صفرو ,0660146447,Fès,Fès - Boulmane
OUM EL BANINE,أم البنين,Av Ahmed Mekouar batha FES MEDINA, شارع احمد مكوار  البطحاء فاس المدينة,0660146450,Fès,Fès - Boulmane
MOULAY IDRISS,مولاي ادريس,BOUJLOUD  FESMEDINA,بوجلود فاس المدينة,0535633160,Fès,Fès - Boulmane
MOULAY RCHID,مولاي رشيد,HAY ECHOUADAE GUEROUAOUA  FESMEDINA,حي الشهداء كرواوة فاس المدينة,0660146455,Fès,Fès - Boulmane
IBN BAJJA,ابن باجة,ZENJFOU  oued zhoune FESMEDINA,الزنجفور واد الزحون  فاس المدينة,0660146454,Fès,Fès - Boulmane
Princesse Lalla Salma,الأميرة للا سلمى,BAB JIAF FES,باب الجياف فاس ,0660146449,Fès,Fès - Boulmane
MOULAY ABDESSELAM BEN MCHICH,مولاي عبد السلام بن مشيش,BAB JDID  FESMEDINA,باب الجديد عرصة لمدلسي : فاس المدينة,0660146452,Fès,Fès - Boulmane
EL ADARISSA,الأدارسة,HAY AL ADARISSA ROUTE AINE CHKAF pp6329 fes,حي الأدارسة طريق عين الشقف ص ب 6329,0660146501,Fès,Fès - Boulmane
BNOU KHALDOUNE,ابن خلدون,HAY CHRARDA FES,حي الشراردة فاس,0660146459,Fès,Fès - Boulmane
BNOU HANIE,ابن هاني,HAY AINE KADOUSSE , عين قادوس حي لمصلى - فاس,0535645248,Fès,Fès - Boulmane
BNOU EL HAYTAM,ابن الهيتم,ROUTE MEKNES AINE KADOUSSE FES,طريق مكناس عين قادوس,0660146499,Fès,Fès - Boulmane
BEN SOUDA ,بنسودة,lycée BEN SOUDA zouagha FES,بنسودة زواغة  فاس,0660146502,Fès,Fès - Boulmane
AL QUARAOUIYINE,القرويين,HAY CHRARDA FES,حي الشراردة فاس,0660146458,Fès,Fès - Boulmane
ABI INANE,أبي عنان,AVENUE FORCE ARMEE ROYAL,شارع الجيش الملكي,0536785584,Figuig,l'Oriental
BADR,بدر,HAY EL JADID talsint,الحي الجديد تالسينت,0662190265,Figuig,l'Oriental
IBNOU KHALDOUN,ابن خلدون,HAY BELKHEIR,حي بلخير,0662190271,Figuig,l'Oriental
PRINCE MOULAY RACHID,مولاي رشيد,HAY BAGHDAD,حي بغداد,0662190325,Figuig,l'Oriental
IMAM EL BOUKHARI,الإمام البخاري,CITE ADMINISTRATIVE,الحي الإداري,0662190359,Figuig,l'Oriental
KADI AYAD,القاضي عياض,AVENUE  MOHAMMED VI,شارع محمد السادس,0662190292,Figuig,l'Oriental
IBNOU EL BANAA EL MORRAKOCHI,ابن البناء المراكشي,CENTRE DE BNI TADJITE  BP 27,"مركز بني تاجيت ص,ب 27",0662190274,Figuig,l'Oriental
LYCEE TECHNIQUE MOHAMMED ABED EL JABERI ,ثانوية محمد عابد الجابري التقنية,HEY EZZELAKA BOUARFA,حي الزلاقة بوعرفة,0662190296,Figuig,l'Oriental
Lycée qualifiant IBN SINA,ثانوية إبن سينا التأهيلية,hay miri,حي ميري,,Guelmim,Guelmim - Es-smara
MOHAMED V,محمد الخامس,hay tayert,حي تيرت ,0528872858,Guelmim,Guelmim - Es-smara
LYCEE QUALIFIANT TIGHMERTE,الثاننوية التاهيلية تغمرت,CENTRE ASRIR ,مركزتيغمرت /أسرير ,0528770046,Guelmim,Guelmim - Es-smara
LYCEE d excellence qualifiant,ثانوية التميزالتأهيلية,HAY AMHAIRICH,حي أمحيريش,0661461763,Guelmim,Guelmim - Es-smara
AL AMAL,الأمل,commune laqsabi,جماعة لقصابي,061462192,Guelmim,Guelmim - Es-smara
lycée qualifiant enseignement originel, ثانوية التعليم الأصيل,avenue el massira,شارع المسيرة,0673391032,Guelmim,Guelmim - Es-smara
AL IRFANE,العرفان,COMMUNE TAGHJIJT CENTRE,مركز جماعة تغجيجت,0661462194,Guelmim,Guelmim - Es-smara
LYCEE qualifiant AFERKATE ,ثانوية افركط التأهيلية,COMMUNE AFERKATE CENTRE,جماعة افركط المركز,0661462204,Guelmim,Guelmim - Es-smara
EL KHAOUARIZMI,الخوارزمي,QUARTIER QODS,حي القدس,0528873344,Guelmim,Guelmim - Es-smara
LYCéE ADAY qualifiant,ثانوية اداي التأهيلية, ADAY CENTRE,اداي المركز,O661520426,Guelmim,Guelmim - Es-smara
AL MAKHTAR ASSOUSSI,المختار السوسي,IFRANE ATLAS SAGHIR CENTRE,مركز افران الأطلس الصغير,,Guelmim,Guelmim - Es-smara
MOHAMED VI,محمد السادس,MUNICIPALITE DE GUELMIM,شارع الحسن الثاني,0528872728,Guelmim,Guelmim - Es-smara
LYCEE TARIK BEN ZYAD QUALIFIANT,ثانوية طارق ابن زياد التأهيلية         , FASK  CENTRE, فاصك المركز,0528871595,Guelmim,Guelmim - Es-smara
BAB SAHARA,باب الصحراء,AVENUE MOHAMED 6,شارع محمد 6,0528872109,Guelmim,Guelmim - Es-smara
LALLA MERIEM,للا مريم,HAY NOUADER,حي النوادر,0528872966,Guelmim,Guelmim - Es-smara
HASSAN II,الحسن الثاني,BUIZAKARNE CENTRE,مركز بويزكارن,0528788111,Guelmim,Guelmim - Es-smara
LYCEE MOULAY RACHID QUALIFIANT ,ثانوية مولاي الرشيد التأهيلية ,HAY EL QODS,حي القدس,   0661463943,Guelmim,Guelmim - Es-smara
EL BANATE  ESSADAKA,البنات / الصداقة,QUARTIER DOBBAT,حي الضباط,0528772001,Guelmim,Guelmim - Es-smara
         LYCEE AL FADILA QUALIFIANT,ثانوية الفضيلة التأهيلية,ASRIR CENTRE , مركز  أسرير,0661466369,Guelmim,Guelmim - Es-smara
MOHAMED V,محمد الخامس,ROUTE AIN AGHBAL AZROU,طريق عين اغبال أزرو,035-56-20-90,Ifrane,Meknès - Tafilalet
TARIK BNOU ZIAD,طارق بن زياد,QUARTIER ADMINISTRATIF AZROU,الحى الاداري ازرو,0535-56-24-16,Ifrane,Meknès - Tafilalet
ABOU BAKR ASSEDDIK,أبي بكر الصديق,IZGHAR AZNAG AIN LEUH,أزغار أزناك  عين اللوح,0661911343,Ifrane,Meknès - Tafilalet
DEUSIEME LYCEE MILITAIRE ROYAL,الثانوية العسكرية الملكية الثانية,ROUTE DAZROU MUNICIPALITE IFRANE,طريق ازرو  بلدية افران,035-56-60-18,Ifrane,Meknès - Tafilalet
Lycée qualifiant ALLAL AL FASSI,ثانـويــة عـلال الفـــاسي الـتـــأهيــلـيـــة,QUARTIER  AL ATLAS IFRANE,حي الاطلس إفران,0535566234,Ifrane,Meknès - Tafilalet
lycée michlifen,ثانوية ميشليفن التاهيلية,route bensmim,طريق ابن صميم,0618177196,Ifrane,Meknès - Tafilalet
assafa,الصفاء,quasbat taher,قصبة الطاهر,,Inzegane Ait Melloul,Sous-Massa-Draa
TARIQ BEN ZYAD,طارق بن زياد,JORF OULED DAHOU,الجرف اولاد داحو,0661901899,Inzegane Ait Melloul,Sous-Massa-Draa
AL MAJD,المجد,HAY AZROU AIT MELLOUL,حي ازرو ايت ملول,0661913138,Inzegane Ait Melloul,Sous-Massa-Draa
AL FATH,الفتح,TALIINT LQLIAA,تالعينت القليعة,069-59-54-48,Inzegane Ait Melloul,Sous-Massa-Draa
Lycée Qualifiant abdellah  echefchaouini,ثانوية عبدالله الشفشاوني التأهيلية,Douar Lebdou Temsia,دوار البدوع تمسية,0661344965,Inzegane Ait Melloul,Sous-Massa-Draa
ASSAADA,السعادة,LOT ADMINE AIT MELLOUL,ادمين ايت ملول,0528-24-09-07,Inzegane Ait Melloul,Sous-Massa-Draa
LYCEE DES SPORTIFS,ثانوية الرياضيين,INEZGANE,المركز التربوي الجهوي انزكان,,Inzegane Ait Melloul,Sous-Massa-Draa
MAARIFA,المعرفة,lot yassmina 1 AIT MELLOUL,تجزئة ياسمينة 1 ايت ملول,0528246703,Inzegane Ait Melloul,Sous-Massa-Draa
FAYCAL BEN ABDELAZIZ,فيصل بن عبد العزيز,Q IREHALN   DCHEIRA JIHADIA,حي ارحالن الدشيرة الجهادية,0528-27-04-81,Inzegane Ait Melloul,Sous-Massa-Draa
ABDALLAH IBN YASSINE,عبد الله بن ياسين,RUE ECOLES   INEZGANE,شارع المدارس انزكان,028-83-26-77,Inzegane Ait Melloul,Sous-Massa-Draa
ALHASSANE BEN MOHAMED EL KHYAT,الحسن بن محمد الخياط,cite des fonctionnaires inezgane,حي الموظفين انزكان,028-83-48-81,Inzegane Ait Melloul,Sous-Massa-Draa
HOUMANE EL FATWAKI,حمان الفطواكي التأهيلية,LOTISSEMENT JIHADIA  DCHEIRA EL JIHADIA,تجزئة الجهادية الدشيرة الجهادية,028-83-50-28,Inzegane Ait Melloul,Sous-Massa-Draa
OMAR AL KHAYAM,عمر الخيام,QUARTIER ILGHIATEN     DCHEIRA EL JIHADIA,حي الغياثن الدشيرة,0528-27-25-53,Inzegane Ait Melloul,Sous-Massa-Draa
MOHAMED AL BAQALI,محمد البقالي,CITE ADMIME AIT MELLOUL,حي ادمين ايت ملول,0528-24-00-55,Inzegane Ait Melloul,Sous-Massa-Draa
Lycée EZZARKTOUNI,ثانوية الزرقطوني التأهيلية,AVENUE HASSANE 2 JERADA,شارع الحسن الثاني,036822837,Jerada,l'Oriental
Lycée JABER IBN HAYANE,ثانوية جابر بن حيان التأهيلية,HAY EL MASSIRA HASSI BLAL JRADA,حي المسيرة,0536822512,Jerada,l'Oriental
Lycée IBN KHALDOUN,ثانوية ابن خلدون التأهيلية,AIN BNI MATHAR CENTRE AIN BNI MATHAR,عين بني مطهر,0536-65-9033,Jerada,l'Oriental
Lycée al qods,ثانوية القدس التأهيلية,MUNICIPALITE TOUISSIT,بلدية تويسيت,0536654812,Jerada,l'Oriental
IBNOU AL HAYTAM,ابن الهيثم,OULED OUJIH KENITRA,أولاد اوجيه القنيطرة,061759718,Kenitra,Gharb - Chrarda - Beni Hssen
IBNOU AL- ATHIR,ابن الأثير,COMMUNE ARBAOUA.CENTRE.,عرباوة  المركز,061091814,Kenitra,Gharb - Chrarda - Beni Hssen
ABOU HAYANE ATTAOUHIDI,ابو حيان التوحيدي,saknia kenitra,الساكنية القنيطرة,061781255,Kenitra,Gharb - Chrarda - Beni Hssen
AL ANOUAR,الأنوار,SIDI TAIBI CENTRE,سيدي الطيبي المركز,0671814946,Kenitra,Gharb - Chrarda - Beni Hssen
al maamoura,المعمورة,KENITRA,القنيطرة,,Kenitra,Gharb - Chrarda - Beni Hssen
Al AMIRA LALLA KHADIJA,الأميرة للا خديجة,LALLA MIMOUNA,للا ميمونة,0671814168,Kenitra,Gharb - Chrarda - Beni Hssen
AL AMIR MOULAY EL HASSAN,الأمير مولاي الحسن,SOUK EL ARBAA,سوق أربعاء الغرب,,Kenitra,Gharb - Chrarda - Beni Hssen
hafid ibrahim,حافظ إبراهيم,benmansour,بنمنصور,0664355173,Kenitra,Gharb - Chrarda - Beni Hssen
IBN  WAFID,ابن الوافد,RUE SAAD ZAGHLOUL VILLE  HAUTE KENITRA,زنقة سعد زغلول المدينة العليا القنيطرة,037373336,Kenitra,Gharb - Chrarda - Beni Hssen
al qods,القدس,RUE ABDELAZIZ BOUTALEB KENITRA,زنقة عبدالعزيز بوطالب القنيطرة,0661947855,Kenitra,Gharb - Chrarda - Beni Hssen
IBN ABAD,ابن عباد,RUE MOHAMED ALFIHRI KENITRA,شارع محمد الفهري  القنيطرة,037-36-25-78,Kenitra,Gharb - Chrarda - Beni Hssen
TAHA HOUSSEIN,طه حسين,AVENUE HAROUN ERRACHID KENITRA,زنقة هارون الرشيد القنيطرة,0537374445,Kenitra,Gharb - Chrarda - Beni Hssen
SIDI ALLAL TAZI,ثانوية علال التازي التأهيلية,Rue agricole,شارع المركز الفلاحي,0661-78-37-92,Kenitra,Gharb - Chrarda - Beni Hssen
ABD ERRAHMAN ENNACER,عبد الرحمان الناصر,AVENUE HOUMMANE ALFATOUAKI KENITRA,شارع حمان الفطواكي القنيطرة,0537-37-00-25,Kenitra,Gharb - Chrarda - Beni Hssen
LYCEE TECHNIQUE IBN SINA,الثانوية التأهلية ابن سسينا التقنية,RUE CHAKIB ARSSALANE KENITRA,زنقة شكيب أرسلان القنيطرة,0537-37-44-91,Kenitra,Gharb - Chrarda - Beni Hssen
ABD ALMALEK ASSAADI,عبد المالك السعدي,RUE SEBOU KENITRA,زنقة سبو القنيطرة,0537-37-99-16,Kenitra,Gharb - Chrarda - Beni Hssen
MOHAMMED V,محمد الخامس,Route ain sebaa KENITRA,طريق عين السبع القنيطرة,0661769345,Kenitra,Gharb - Chrarda - Beni Hssen
IDRISS PREMIER,إدريس الأول,AVENUE MOHAMMED V KENITRA,شارع محد الخامس القنيطرة,0537-36-55-98,Kenitra,Gharb - Chrarda - Beni Hssen
lycee IBN BATOUTA QUALIFIANT,ثانوية ابن بطوطة التأهيلية,AVENUE LA MARCHE VERTE ,شارع المسيرة الخضراء ,0537-38-06-87,Kenitra,Gharb - Chrarda - Beni Hssen
SIDI AISSA,سيدي عيسى,AV ABDELMOUMEN BEN ALI  SOUK EL ARBAA,شارع عبد المومن بن علي سوق اربعاء الغرب,0537-90-24-96,Kenitra,Gharb - Chrarda - Beni Hssen
1° LYCEE MILITAIRE ROYAL,الثانوية  العسكرية الملكية الأولى,TROISIEME BASE AERIENNE KENITRA,الفاعدة الجوية العسكرية الثالثة,0537371121,Kenitra,Gharb - Chrarda - Beni Hssen
TAKADDOUM,التقدم,AVENUE MOULAY YOUSSEF KENITRA,شارع مولاي يوسف القنيطرة,0537-36-31-87,Kenitra,Gharb - Chrarda - Beni Hssen
AL MASSIRA ALKHADRA,المسيرة الخضراء,PAM SAKNIA  KENITRA,بام الساكنية القنيطرة,0537-38-00-18,Kenitra,Gharb - Chrarda - Beni Hssen
AHMED TAYEB BEN HIMA,احمد الطيب بن هيمة,CENTRE HAD BRACHOUA COMMUNE HAD BRACHOUA,حد البراشوة  المركز,0660958751,Khemisset,Rabat - Salé - Zemmour - Zaer
FATIMA ZAHRA,فاطمة الزهراء,CENTRE ZHILIGA COMMUNE ZHILIGA,الزحيلكة المركز,0660958334,Khemisset,Rabat - Salé - Zemmour - Zaer
ABDELLAH GUENNOUN,عبد الله كنون,HAY ASSAADA MUNICIPALITE KHEMISSET,حي السعادة شارع ابن سينا,0660-95-86-96,Khemisset,Rabat - Salé - Zemmour - Zaer
OUED EDDAHAB,واد الدهب,AVENUE MASSIRA MUNICIPALITE KHEMISSET,شارع المسيرة,0660958744,Khemisset,Rabat - Salé - Zemmour - Zaer
ABDELKARIM KHATTABI,عبد الكريم الخطابي,CENTRE TIFLET COMMUNE TIFLET,تيفلت المركز,0660958735,Khemisset,Rabat - Salé - Zemmour - Zaer
MOUSSA BNOU NOUSSAIR,موسى بن نصير,AVENUE YOUSSEF IBN TACHFINE MUNICIPALITE KHEMISSET,شارع يوسف بن تاشفين,0660958705,Khemisset,Rabat - Salé - Zemmour - Zaer
YASMINE,الياسمين,AVENUE IBNSINA MUNICIPALITE KHEMISSET,شارع ابن سينا,037-55-20-71,Khemisset,Rabat - Salé - Zemmour - Zaer
EL FATH,الفتح,ROUTE ABIRAKRAK  MUNICIPALITE KHEMISSET,شارع ابي رقراق حي الزهراء,0660958704,Khemisset,Rabat - Salé - Zemmour - Zaer
Abderrahman Zaki,عبد الرحمان الزاكي,BP 130 ROMMANI MUNICIPALITE ROMMANI,ص ب 130 الرماني,06.60.958728,Khemisset,Rabat - Salé - Zemmour - Zaer
MOHAMMED VI,محمد السادس,CENTRE OULMES COMMUNE OULMES,ولماس المركز,0660958718,Khemisset,Rabat - Salé - Zemmour - Zaer
PRINCE MOULAY RACHID,الامير مولاي رشيد,CENTRE TIDDAS COMMUNE TIDDAS,تيداس المركز,0660958741,Khemisset,Rabat - Salé - Zemmour - Zaer
ALMOKHTAR SOUSSI,المختار السوسي,MAAZIZ CENTRE,المعازيز المركز,0660191129,Khemisset,Rabat - Salé - Zemmour - Zaer
MOULAY DRISS,مولاي ادريس,CENTRE SIDI ALLAL BAHRAOUI,سيدي علاال البحراوي المركز,0660958720,Khemisset,Rabat - Salé - Zemmour - Zaer
MOHAMED BELHASSAN EL OUAZZANI,محمد بلحسن الوزاني,LOTISSEMENT YASSMINE II MUNICIPALITE KHEMISSET,حي الياسمين,-  -  -,Khemisset,Rabat - Salé - Zemmour - Zaer
Driss Benzekri,ادريس بنزكري,Tiflet centre,تيفلت المركز,0660191128,Khemisset,Rabat - Salé - Zemmour - Zaer
ATLAS,الاطلس,ait yadine centre,ايت يادين المركز,0660191127,Khemisset,Rabat - Salé - Zemmour - Zaer
EL MAJD,المجد, ROUTE EL HAMMAMA MRIRT,طريق الحمام بلدية مريرت,,Khenifra,Meknès - Tafilalet
AJDIR,اجدير,Route de aguelmous kenifra,طريق اكلموس خنيفرة,0661828092,Khenifra,Meknès - Tafilalet
ZERKTOUNI,الزرقطوني,tazart iaraden municipalite khenifra,تزارت اعراضن بلدية خنيفرة,0661079837,Khenifra,Meknès - Tafilalet
AL QUODS,القدس,ROUTE DE BNI MELLAL COMMUNE TIGHESSALINE,طريق بني ملال جماعة تيغسالين,035-59-63-74,Khenifra,Meknès - Tafilalet
OUM ERBIA,ام الربيع,ROUTE DE MEKNES MUNICIPALITE MRIRT,طريق مكناس بلدية مريرت,035-39-00-70,Khenifra,Meknès - Tafilalet
LAHCEN EL YOUSSI,لحسن اليوسي,AIT ISHAQ CENTRE COMMUNE AIT ISHAQ,مركز جماعة ايت اسحاق,035-39-90-13,Khenifra,Meknès - Tafilalet
TAZIZAOUTE,تازيزاوت,EL KBAB CENTRE COMMUNE EL KBAB,مركز جماعة الفباب,0535-39-40-36,Khenifra,Meknès - Tafilalet
MOULAY RACHID,مولاي رشيد,ROUTE DE KHENIFRA COMMUNE AGUELMOUS,طريق خنيفرة جماعة اكلموس,035-37-00-45,Khenifra,Meknès - Tafilalet
MOHAMED VI,محمد السادس,AMALOU CENTRE municipalite khenifra,امالو بلدية خنيفرة,035-58-61-45,Khenifra,Meknès - Tafilalet
TARIK,طارق,ROUTE DE MEKNES municipalite khenifra,طريق مكناس بلدية خنيفرة,0535-58-68-21,Khenifra,Meknès - Tafilalet
MANSOUR EDDAHBI,المنصور الدهبي,MOULAY BOUAZZA CENTRE COMMUNE MOULAY BOUAZZA,مركز جماعة مولاي بوعزة,0535-39-50-20,Khenifra,Meknès - Tafilalet
ABOU EL KACEM EZZAYANI,ابو القاسم الزياني,ROUTE DE TADLA MUNICIPALITE KHENIFRA,طريق تادلة بلدية خنيفرة,035-58-60-25,Khenifra,Meknès - Tafilalet
MOHAMED V,محمد الخامس,QUARTIER ELKARAOUIA municipalite khenifra,حي القروية بلدية خنيفرة,0535586503,Khenifra,Meknès - Tafilalet
FATIM EZAHRA,فاطمة الزهراء,QUARTIER HAMRIA MUNICIPALITE KHENIFRA,حي حمرية بلدية خنيفرة,035-58-62-50,Khenifra,Meknès - Tafilalet
LYCEE OUARDIGHA,ثانوية  ورديغة,CENTRE COMUNE BIR MEZOUI  COMMUNE BIR MEZOUI,مركز  جماعة  بير  مزوي,023-52-16-32,Khouribga,Chaouia - Ourdigha
LYCEE IBNOU TOUMERT,ابن  تومرت,CENTRE COMMUNE EL GUEFAF,مركز  جماعة  الكفاف,0523-57-90-64,Khouribga,Chaouia - Ourdigha
 IBN YASSINE, بن ياسين,AVENUE DES ALAOUITES ,شارع  العلويين,0523-49-43-42,Khouribga,Chaouia - Ourdigha
IBN ABDOUN,ابن  عبدون,RUE EL MOUTANABI MUNICIPALITE KHOURIBGA,زنقة  المتنبي,0523-56-29-07,Khouribga,Chaouia - Ourdigha
 PHOSPHATE,الفوسفاط,HAY AL amal rUE rafah,حي الامل زنقة رفح,0523-56-35-27,Khouribga,Chaouia - Ourdigha
AL MOUAHIDINE,الموحدين,AVENUE BENI AMIR ,شارع  بني  عمير,0523-56-10-13,Khouribga,Chaouia - Ourdigha
YOUSSEF IBN TACHFINE,يوسف  بن  تاشفين,HAY YASMINA 1  MUNICIPALITE KHOURIBGA,حي  ياسمينة  1,0523.56.22.60,Khouribga,Chaouia - Ourdigha
IBN TOFAIL,ابن  طفيل,RUE DES ECOLES ,زنقة  المدارس,0523-41-61-37,Khouribga,Chaouia - Ourdigha
EL MOKHTAR SOUSSI,المختار   السوسي,RUE Ahmed Rhadaoui  ,زنقة احمد الغداوي,0523-41-65-81,Khouribga,Chaouia - Ourdigha
AL FARABI,الفارابي,QUARTIER ADMINISTRATIF ,الحي  الاداري,0523-41-40-74,Khouribga,Chaouia - Ourdigha
IBN ROCHD,ابن  رشد,ROUTE DE KHENIFRA  ,طريق  خنيفرة,0523-41-42-19,Khouribga,Chaouia - Ourdigha
ABDELLAH GUENNOUNE , عبد الله كنون ,QUARTIER ADMINISTRATIF ,الحي  الاداري,0523-41-49-90,Khouribga,Chaouia - Ourdigha
DAKHLA,الداخلة,HAY   dakhla   MUNICIPALITE BOUJNIBA,حي  الداخلة,0523-57-01-57,Khouribga,Chaouia - Ourdigha
IMAM ALI,الامام  علي, HATTANE ,حطان,0523-57-45-76,Khouribga,Chaouia - Ourdigha
ABOU BAKR ESSIDDIK,ابو  بكر  الصديق,CENTRE BOULAOUARE COMMUNE BOULANOUARE,مركز  بولنوار,0671808366,Khouribga,Chaouia - Ourdigha
IBNOU EL BANNaE CLASSES PREPARATOIRES,ابن  البناء للاقسام التحضيرية,BOULEVARD  IBRAHIM ERROUDANI,شارع  ابراهيم الروداني,0523497458,Khouribga,Chaouia - Ourdigha
 LYCEE TACHRAFET,ثانوية تاشرافت التأهيلية,CENTRE COMMUNE TACHRAFTCERCLE BEJAAD,مركز  تاشرافت,0671801953,Khouribga,Chaouia - Ourdigha
Lycée Qualifiant Ibn Battouta,الثانوية التأهيلية ابن بطوطة ,QUARTIER EL AAOUDA,حي العودة,061900358,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant 25 Mars,الثانوية التأهيلية 25 مارس, MADINAT 25 MARS,مدينة 25 مارس,0661905007,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Al Marssa,الثانوية التأهيلية المرسى,Av mouhamed yazidi,شارع محمد يازيدي,0528998048,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Technique,الثانوية التأهيلية التقنية,ville el wahda laayoune,مدينة الوحدة,0661900358,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Errazi,الثانوية التأهيلية الرازي,avenue saad ben mouad Quartier Alwifaq,حي الوفاق شارع سعد بن معاذ,0661796788,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Maarik Tegal,الثانوية التأهيلية معارك تكل,hay attaaoune,حي التعاون,0528891480,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Moussa Ibn Noussair,الثانوية التأهيلية موسى إبن نصير,Madinat aloiahda bloc I,مدينة الوحدة بلوك I,0661901549,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Ibn Zohr,الثانوية التأهيلية إبن زهر,Madinat Aloihda bloc I,"  ""I""مدينة الوحدة بلوك ",0661661893,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Assakia Al Hamra,الثانوية التأهيلية الساقية الحمراء,AVENUE ALHISAM HAY ALQODS LOT 707,شارع الحزام، حي القدس، تجزئة 707,0528981675,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Hay Al Quassame,الثانوية التأهيلية حي القسم,HAY ALQASSAMEAVENUE BEN CHEIKH MAALAANINE,حي القسم ، شارع الشيخ ماء العينين,028-89-13-50,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Attanmia,الثانوية التأهيلية التنمية,HAY ALMASSIRAAVENUE ABOU BAKR SEDDIK,حي المسيرة ،شارع أبو بكر الصديق,0661900332,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Hassan 2,الثانوية التأهيلية الحسن الثاني,PLACE OUM SAAD BP402,ساحة أم السعد ص.ب 402,0528893994,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
Lycée Qualifiant Mouhamed 5,الثانوبة التأهيلية محمد الخامس      ,AVENUE MOULAY ABDELLAH,شارع مولاي عبد الله,028-89-51-00,Laayoune,Laayoune-Boujdour-Sakia Al Hamra
