NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
ABDELKRIM KHATTABI,عبد الكريم الخطابي,RUE SIDI OTHMANE MUNICIPALITE ZAIO,شارع سيدي عثمان     زايو,036608105,Nador,l'Oriental
ABDALLAH IBN YASSINE,عبد الله بن ياسين,HAY AL JADID MUNICIPALITE ZAIO,الحي الجديد     زايو,-  -  -,Nador,l'Oriental
AL AMAL,الامل,HAY AL AMAL MUNICIPALITE ZAIO,حي الامل    زايو,-  -  -,Nador,l'Oriental
SALAH EDDINE AL AYOUBI,صلاح الدين الأيوبي,ZAIO CENTRE BP114 MUNICIPALITE ZAIO,زايو المركز : ص ب : 114 بلدية زايو,-  -  -,Nador,l'Oriental
IBNOU BASSAM,ابن بسام,RUE AL MASSIRA MUNICIPALITE ZAIO,شارع المسيرة  بلدية زايو,-  -  -,Nador,l'Oriental
AL HASSANE AL YOUSSI,الحسن اليوسي,HAY sidi othman est MUNICIPALITE ZAIO,حي سيدي عثمان الشرقي   زايو,0536608037,Nador,l'Oriental
ABDELKHALEQ ETTORRISS,عبد الخالق الطريس,MUNICIPALITE ZAIO CENTRE,زايو المركز,0536608185,Nador,l'Oriental
AL QODS,القدس,douar jaadar ,دوار جعدار,-  -  -,Nador,l'Oriental
AL KHANDAQ,الخندق,DOUAR AL KHANDAQ COMMUNE IHADDADENE,دوار الخندق,-  -  -,Nador,l'Oriental
OMAR AL MOUKHTAR,عمر المختار,COMMUNE IHADDADENE,ايحدادن,-  -  -,Nador,l'Oriental
SALOUANE,سلوان,RUE TETOUAN COMMUNE SELOUANE,طريق تطوان,-  -  -,Nador,l'Oriental
YOUSSEF BEN TACHFINE,يوسف بن تاشفين,RUE AL KASR AL KABIR COMMUNE SELOUANE,شارع القصر الكبير,0655396197,Nador,l'Oriental
SONASSID,صوناصيد,HAY SONASSID SELOUANE,حي صوناصيد سلوان,0655396199,Nador,l'Oriental
SAAD IBN ABI OUAQQAS,سعد بن ابي وقاس,quartier TAOUIMA nador,تاويمة,0655396147,Nador,l'Oriental
SIDI MOHAMED IBN ABDALLAH,سيدي محمد بن عبد الله,COMMUNE FARKHANA CENTRE,بني انصار,0536-60-89-13,Nador,l'Oriental
AL FATH,الفتح,COPERATIVE AL FATH COMMUNE AREKMANE,تعاونية الفتح أركمان,0536360669,Nador,l'Oriental
E IBN AL KHATIB,م. ابن الخطيب,COMMUNE BEN TAIEB CENTRE,جماعة ابن الطيب,0655396584,Driouch,l'Oriental
E IBNOU HANIE,م. ابن هانئ,COMMUNE BEN TAIEB CENTRE,مركز ابن الطيب,0655396607,Driouch,l'Oriental
E ALI ben ABI TALIB,م. علي بن ابي طالب,BOULEVARD HASSAN 2 MIDAR CENTRE,جماعة ميضار,0655396666,Driouch,l'Oriental
SS TARIQ IBN ZAYAD,م.م طارق بن زياد,COMMUNE MIDAR CENTRE,   بلدية ميضار المركز,0655396663,Driouch,l'Oriental
SS MOUSSA IBN NOUSSAIR,م.م موسى بن نصير,DOUAR ITAHRIOUENE COMMUNE MIDAR,اطهراوين ميضار,0655396671,Driouch,l'Oriental
E MIDAR AL JADIDA,م. ميضار الجديدة,HAY lamsalla COMMUNE MIDAR,حي  المصلى جماعة ميضار                            ,0655396676,Driouch,l'Oriental
E AL OUAFAA,م. الوفاء,COMMUNE DRIOUCH CENTRE,جماعة الدريوش المركز,0655396037,Driouch,l'Oriental
  DAR EL KEBDANI,دار الكبداني,BNI SAID COMMUNE DAR EL KEBDANI,بني سعيد دار الكبداني المركز,0655395791,Driouch,l'Oriental
E IBNOU ROCHD,م. ابن رشد,COMMUNE DAR KEBDANI CENTRE,جماعة دار الكبداني المركز,0655395787,Driouch,l'Oriental
NAANAA,النعناع,HAY LAARASSI NAANAA MUNICIPALITE NADOR,حي لعراصي النعناع   الناظور,-  -  -,Nador,l'Oriental
AL BOUHTOURI,البحتري,HAY IHAFTALLAYENE MUNICIPALITE NADOR,حي احفطلاين    الناظور,-  -  -,Nador,l'Oriental
OULAD BOUTAYEB II,اولاد بوطيب 2,OULAD BOUTAYEB JAMAA MUNICIPALITE NADOR,حي اولاد بوطيب       الناظور,-  -  -,Nador,l'Oriental
MOULAY MOHAMED,مولاي محمد,HAY AYCHOUR MUNICIPALITE ZEGHANGHANE,حي ايشور   ازغنغان,0655396125,Nador,l'Oriental
IALLATANE,اعلاطن,DOUAR IALLATANE COMMUNE BNI BOUIFROUR,دوار اعلاطن,-  -  -,Nador,l'Oriental
AL OUMAL,العمال,AL OUMAL MUNICIPALITE ZEGHANGHANE,العمال  ازغنغان,0655396127,Nador,l'Oriental
CHARIF EL IDRISSI,الشريف الادريسي,RUE MASSIRA KHADRA MUNICIPALITE BENI ANSAR,شارع المسيرة      بني انصار,0655396103,Nador,l'Oriental
EL ANDALOUSSE,الاندلس,hay almostawsaf,حي المستوصف,-  -  -,Nador,l'Oriental
SIDI MOUSSA,سيدي موسى,DOUAR SIDI MOUSSA MUNICIPALITE BNI ANSAR,دوار سيدي موسى           بني انصار,0655396113,Nador,l'Oriental
AFRA,افرا,DOUAR AFRA COMMUNE BNI BOUIFROUR,دوار افرا,- 0655396128,Nador,l'Oriental
IHADDADENE,احدادن,s s ihaddadene beni bouyafrour nador,م/م احدادن بني بويفرور الناظور,0655396151,Nador,l'Oriental
OMAR BEN ABDELAZIZ,عمر ابن عبد العزيز,COMMUNE IKSANE CENTRE,ايكسان,0655396194,Nador,l'Oriental
SITO LAZAR,سيطو لزار,DOUAR SITO LAZAR  COMMUNE IKSANE,دوار سيطو لزار,0655396192,Nador,l'Oriental
OUED EL MAKHAZINE,وادي المخازن,RUE CHARIF AMAZZIANE  COMMUNE SELOUANE,طريق الشريف امزيان,0655396198,Nador,l'Oriental
 ssTAOURIRT BOUSSETA,مجموعة مدارس تاوريرت بوستة,DOUAR TAOURIRT BOUSSETA COMMUNE SELOUANE,دوار تاوريرت بوستة,0655396206,Nador,l'Oriental
ICHIKHIYENE,اشيخين,DOUAR OULAD CHAIB COMMUNE bouarg,دوار اولاد شعيب,-  -  -,Nador,l'Oriental
OULAD CHAIB,اولاداشعيب,DOUAR OULAD CHAIB COMMUNE SELOUANE,دوار اولاد شعيب,-  -  -,Nador,l'Oriental
BOUARG,بوعرك,COMMUNE BOUARG CENTRE,جماعة بوعرك,0655396773,Nador,l'Oriental
BOUATIYA,اولاد بوعطية,oulad bouattyya,اولاد بوعطية,-  -  -,Nador,l'Oriental
LAAZIB,لعزيب,secteur scolaire imam tabari bouarg,مجموعة مدارس الإمام الطبري ببوعرك,0655396172,Nador,l'Oriental
OUAD LAHLALI,واد لهلالي,DOUAR OUAD  LAHLALI COMMUNE BOUARG,دوار واد لهلالي, 0655396184,Nador,l'Oriental
AMROU IBN AL ASS,عمرو بن العاص,DOUAR BNI BOUGHAFER COMMUNE IAAZZANENE,دوار بن بوغافر,-  -  -,Nador,l'Oriental
OULAD AMR OU HABSA,اولاد اعمر اوحبصة,BNI BOUGHAFER Commune Iaazzanene Nador,بني بوغافر جماعة إعزانن  الناظور,-  -  -,Nador,l'Oriental
ZAROURA,زرورة,DOUAR ZAROURA COMMUNE IAAZZANENE,دوار زرورة,- 0655396068,Nador,l'Oriental
IMHIYATENE,امهياتن,DOUAR IMHIYATENE COMMUNE IAAZZANENE,دوار امهياتن,0655396072,Nador,l'Oriental
SOUK AL HAD,سوق الحد,souk alhad,سوق الحد,0655396153,Nador,l'Oriental
IN ALLA,عين علا,DOUAR IN ALLA COMMUNE BNI CHIKER,دوار عين علله,-  -  -,Nador,l'Oriental
TAOURIRT,تاوريرت,DOUAR TAOURIRT COMMUNE BNI CHIKER,دوارتاوريرت,-  -  -,Nador,l'Oriental
TRARA,اطرارة,DOUAR RAHOUANA COMMUNE BNI CHIKER,دوار رهوانة بني شيكر,0655396150,Nador,l'Oriental
AJALMAME,اجلمام,DOUAR OULAD LAHCEN COMMUNE BNI CHIKER,دوار اجلمام,-  -  -,Nador,l'Oriental
tiza,تيزة,DOUAR TIZZA COMMUNE BNI CHIKER,دوار تيزة,O655396176,Nador,l'Oriental
TLAT,اثلاث,DOUAR TLAT JABAL COMMUNE BENI SIDEL JBEL,دوار اثلاث الجبل,0655396207,Nador,l'Oriental
DOUAR JDID,دوار الجديد,DOUAR JDID COMMUNE BNI SIDEL JBEL,دوار الجديد بني سيدال,0655396208,Nador,l'Oriental
AGHIL OUMADGHAR,اغيل اومدغار,DOUAR AGHIL OUMADGHAR COMMUNE BENI SIDEL JBEL,دوار اغيل اومدغار,-  -  -,Nador,l'Oriental
ILAHYANENE,الحيانن,DOUAR ILAHYANENE COMMUNE BNI SIDEL LOUTA,دوار الحيانن,0655396215,Nador,l'Oriental
LAAZIB,لعزيب,DOUAR LAAZIB COMMUNE BNI SIDEL LOUTA,دوار لعزيب,0655396229,Nador,l'Oriental
AL HAMMAM,الحمام,DOUAR AL HAMMAM COMMUNE BNI SIDAL LOUTA,دوار الحمام,-  -  -,Nador,l'Oriental
OULAD SALEM,اولاد سالم,OULAD SALEM  COMMUNE FARKHANA,اولاد سالم,-  -  -,Nador,l'Oriental
TISSAMGHINE,تسمغين,DOUAR TISSAMGHINE  bni ansar,دوار مولاي بوشتة ,-  -  -,Nador,l'Oriental
AL HASSI,الحاسي,COMMUNE HASSI BERKANE CENTRE,جماعة حاسي بركان المركز,-0655396233,Nador,l'Oriental
IBARKANENE,إبركانن,DOUAR IBARKANENE COMMUNE HASSI BERKANE,دوار إبركانن جماعة حاسي بركان,-  -  -,Nador,l'Oriental
EMOUSSATEN,إيموساتن,emoussaten hassi berkane,اموساتن حاسي بركان,-  -  -,Nador,l'Oriental
IHRIGATENE,إحريكاتن,DOUAR OULAD AISSA COMMUNE TIZTOUTINE,دوار أولاد عيسى جماعة تيزطوطين,0655396423,Nador,l'Oriental
AFSOU,أفسو,COMMUNE AFSOU CENTRE,جماعة أفسو المركز,-  -  -,Nador,l'Oriental
AQODAD,أقوضاض,COMMUNE BNI OUKIL OULADMHAND CENTRE,جماعة بني وكيل أولاد امحند المركز,0655396464,Nador,l'Oriental
LAHOUISSIA,لحويسية,bp 30,ص.ب 30,0671781159,Nador,l'Oriental
EDDOUIRYA,الدويرية,DOUAR EDDOUIRYA COMMUNE BNI OUKIL,دوار الدويرية جماعة بني وكيل,-  -  -,Nador,l'Oriental
QARIA AREKMANE,قرية أركمان,COMMUNE KARIAT AREKMANE CENTRE,جماعة اركمان,0655396238,Nador,l'Oriental
LAHDARA,لهدارة,DOUAR LAHDARA COMMUNE AREKMANE,دوار لهدارة جماعة أركمان,-  -  -,Nador,l'Oriental
LAHDHARAMY ALI CHARIF,لحضارة,DOUAR LAHDARA CAREKMANE,دوار لحضارة جماعة أركمان,-  -  -,Nador,l'Oriental
BOUGHRIBA,بوغريبة,DOUAR BOUGHRIBA COMMUNE  AREKMANE,دوار بوغريبة جماعة أركمان,0652117028,Nador,l'Oriental
BOUYAKHBACH,بويخباش,DOUAR BOUYAKHBACH COMMUNE AREKMANE,بويخباش اركمان,0655-39-64-11,Nador,l'Oriental
AL BARKANYENE,البركانيين,DOUAR OULED YOUSSEF COMMUNE AL BARKANYENE,دوار البركانيين جماعة البركانيين,0655396414,Nador,l'Oriental
SABRA,صبرة,DOUAR SABRA COMMUNE OULAD SETTOUT,دوار صبرة جماعة أولاد ستوت,-  -  -,Nador,l'Oriental
OULAD MANSOUR,أولاد منصور,DOUAR OULAD MASOUR C OULAD SETTOUT,دوار ألواد منصور جماعة أولاد ستوت,0655396548,Nador,l'Oriental
KASSEM AZOHAIR,قاسم الزهير,DOUAR MASSOUSSAT COMMUNE OULAD SETTOUT,دوار مسوسات جماعة أولاد ستوت,-  -  -,Nador,l'Oriental
ADDAR AL BAYDA,الدار البيضاء,COMMUNE OULAD SETTOUT CENTRE,جماعة أولاد ستوت المركز,0655396549,Nador,l'Oriental
ASSAFSSAF,الصفصاف,DOUAR FARHIA COMMUNE OULAD SETTOUT,دوار فرحية جماعة أولاد ستوت,0655396562,Nador,l'Oriental
LEFOUARS,الفوارس,DOUAR LEFOUARS COMMUNE OULAD SETTOUT,دوار الفوارس جماعة أولاد ستوت,-  -  -,Nador,l'Oriental
OULAD DAOUD,أولاد داود, COMMUNE OULAD DAOUD zkhanine,دوار ازخانين جماعة أولاد داود,0655396419,Nador,l'Oriental
GARMA,كارمة,DOUAR GARMA COMMUNE OULAD DAOUD,دوار كارمة جماعة أولاد داود,0624919937,Nador,l'Oriental
OULAD HADDOU,أولاد حدو,DOUAR OULAD HADDOU COMMUNE  RAS EL MA,دوار أولاد حدو جماعة رأس الماء,-  -  -,Nador,l'Oriental
al mokhtar assoussi,المختار السوسي,COMMUNE RAS AL MA CENTRE,جماعة رأس الماء المركز,0655396418,Nador,l'Oriental
AYDIME,أيديم,DOUAR AYDIME  COMMUNE al barkayene,دوار أيديم جماعة البركانيين,-  -  -,Nador,l'Oriental
SS TALIOUINE,م.م تالوين,DOUAR TALIOUINE COMMUNE TALILIT,تالوين تاليليت,0655396652,Driouch,l'Oriental
SS ANOUAL,م.م انوال,DOUAR ICHARKIENE COMMUNE TALITIT,الدريوش,0655396602,Driouch,l'Oriental
E AZZAYTOUNE,م الزيتون,COMMUNE IBN TAYEB CENTRE,ابن الطيب,0655396606,Driouch,l'Oriental
SS IMZILENE,م.م امزيلن,DOUAR IMZILENE COMMUNE MHAJER,امزيلن جماعة امهاجر,0,Driouch,l'Oriental
SS LAASSARA,م/م لعسارة,DOUAR LAASSARA  COMMUNE MHAJER,لعسارة ابن الطيب,0655396610,Driouch,l'Oriental
MHAIST,امحايست, COMMUNE OUARDANA,جماعة وردانة,0655396650,Driouch,l'Oriental
SS bni abdessalam,م.م بني عبدالسلام,DOUAR beni abdessalam COMMUNE OUARDANA,دوار بني عبدالسلام وردانة,0655396662,Driouch,l'Oriental
IMOUSSATENE,اموساتن,DOUAR BNI OLICHEK COMMUNE  MHAJER,دوار بني ويشك جماعة امهاجر,0655396651,Driouch,l'Oriental
SS BOUGHAZI,م.م بوغازي,COMMUNE IFERNI CENTRE,جماعة افرني,-  -  -,Driouch,l'Oriental
MIDAR AL OULIA,ميضار العليا,DOUAR IFERNI COMMUNE IFERNI,جماعة افرني,0655396673,Driouch,l'Oriental
IZYANENE,ازناجا,DOUAR IZYANENE COMMUNE  IFERNI,ازناجن افرني,0655396679,Driouch,l'Oriental
IFARNI,افرني,COMMUNE IFERNI CENTRE,جماعة افرني,0655396680,Driouch,l'Oriental
HAMMOUDA,حمودة,COMMUNE TAFERSIT CENTRE,جماعة تافرسيت المركز,0536402216,Driouch,l'Oriental
SS BENI YOUSSEF,م.م بني يوسف,DOUAR BNI YOUSSEF COMMUNE TAFERSIT,بني يوسف تافرسيت,0655396689,Driouch,l'Oriental
BENI YAROUAL,بني يرول,DOUAR BENI YAROUAL COMMUNE TAFERSIT,بني يرول تفرسيت,0655396692,Driouch,l'Oriental
SS AIN CHIFAE,م.م عين الشفاء  المركز,DOUAR AIN CHIFAE COMMUNE  AZLAF,عين الشفاء ازلاف,0655396694,Driouch,l'Oriental
BNI AMRANE,بني عمران,COMMUNE AZLAF CENTRE,ازلاف,0655396697,Driouch,l'Oriental
SS ACHOHADAA,م.م الشهداء, kASITA COMMUNE TSAFT, قاسيطة جماعة اتسافت,0655396695,Driouch,l'Oriental
TASSA,تاسة,DOUAR TAGHZOUT COMMUNE TSAFT,تاغزوت تسافت,0655396701,Driouch,l'Oriental
AJIOU,اجيو,DOUAR AJIOU COMMUNE TSAFT,اجيو تسافت,-  -  -,Driouch,l'Oriental
MIMOUNT,ميمونت,DOUAR MIMOUNT COMMUNE IJERMAOUAS,دوار ميمونت جماعة اجرماوس,0655396569,Driouch,l'Oriental
BNI MLIK,بني مليك,DOUAR BENI MELIK COMMUNE IJERMAOUAS,بني مليك اجرماوس,-  -  -,Driouch,l'Oriental
IMISSER,اميسار,DOUAR IMISSER COMMUNE IJERMAOUAS,اميسار اجرماوس,-  -  -,Driouch,l'Oriental
IOUARDIJENE BNI AKKI,اورديجن بني عكي,DOUAR IOUARDIJENE JBELBNI AKKI COMMUNE IJERMAOUAS,اورديجن بني عكي جماعة اجرماوس,066233923,Driouch,l'Oriental
SS OULAD AMGHAR,اولاد امغار,COMMUNE OULAD AMGHAR CENTRE,جماعة اولاد امغار,0655396621,Driouch,l'Oriental
SS AIT ABDALLAH,م.م ايت عبدالله,DOUAR AIT ABDELLAH COMMUNE OULAD AMGHAR,ايت عبدالله اولاد امغار,0655396639,Driouch,l'Oriental
DHAR BRANE,دهار ابران,COMMUNE BOUDINAR CENTRE,جماعة بودينار المركز,0655396619,Driouch,l'Oriental
AKHCHAB AMGHAR,اخشاب امغار,DOUAR AKHACHAB AMGHAR COMMUNE BOUDINAR,اخشاب امغار بودينار,0655396640,Driouch,l'Oriental
IJATTI,اجطي,DOUAR IJATTI COMMUNE  BOUDINAR,اجطي بودينار,-  -  -,Driouch,l'Oriental
IAAOUADENE 1,اعوادن 1,COMMUNE BNI MARGHNINE CENTRE,بني مرغنين,-  -  -,Driouch,l'Oriental
IYAAOUTENE,ايعوتن,DOUAR AMAZROU  COMMUNE TEMSAMENE,امزرو تمسمان,0655396644,Driouch,l'Oriental
SS OUCHANEN,م.م اوشانن,DOUAR OUCHANEN COMMUNE TEMSAMENE,اوشانن تمسمان,0655396642,Driouch,l'Oriental
SS BNI MLIKCHENE,م.م بني مليكشن,DOUAR BNI MLIKCHENE COMMUNE TEMSAMENE,بني مليكشن تمسمان,-  -  -,Driouch,l'Oriental
BNI BOUYAQOB,بني بويعقوب,DOUAR BNIBOUYAQOB COMMUNE TEMSAMENE,بني بويعقوب,.0655396647,Driouch,l'Oriental
SS TROUGGOUT,م.م اتروكوت,COMMUNE TROUGGOUT CENTRE,جماعة اتروكوت,0655396718,Driouch,l'Oriental
SS AZRO,م.م ازرو,DOUAR AZRO COMMUNE TROUGGOUT,ازرو اتروكوت,0655396732 ,Driouch,l'Oriental
SS IbnElmouetaz,م.م ابن المعتز,COMMUNE TROUGGOUT CENTRE,جماعة اتروكوت,0655396725,Driouch,l'Oriental
E ALmaghrib alarabi,م. المغرب العربي,HAY al amal municipalite  DRIOUCH,حي الأمل بلدية    الدريوش,0655396044,Driouch,l'Oriental
SS BOUFARQOCH,م.م بوفرقوش,BOUFARQOCH CENTRE COMMUNE DRIOUCH,دوار بوفرقوش جماعة امطالسة,0655396038,Driouch,l'Oriental
SS BNI OUKIL,م.م بني وكيل,DOUAR BNI OUKIL COMMUNE DRIOUCH,"دوار بني  وكيل   ج,الدريوش",-  -  -,Driouch,l'Oriental
SS LAQLALCHA,م.م لقلاشة,DOUAR LAQLALCHA DRIOUCH COMMUNE MTALSSA,دوار لقلالشة جماعة لمطالسة,0655396045,Driouch,l'Oriental
OULAD YACHOU,اولاد يشو,OULAD YACHOU DRIOUCH COMMUNE DRIOUCH,اولاد يشو جماعة  الدريوش,0655396046,Driouch,l'Oriental
SS LAHRARCHA,م.م لحرارشة,DOUAR LAHRARCHA COMMUNE amtalsa cercle driouch,دوار لحرارشة جماعة أمطالسة     دائرة الدريوش,0655396047,Driouch,l'Oriental
SS AIN ZOHRA,م.م عين الزهراء,commune ain zahra centre,جماعة عين الزهراء المركز,0655395770,Driouch,l'Oriental
SS GHALEB DRIOUCH,م.م غالب ادريوش,DOUAR OULAD HAQQONE COMMUNE AIN ZOHRA,"دوار اولاد حقون  ج,عين الزهراء",0655395776,Driouch,l'Oriental
SS OULAD MIMOUNE,م.م اولاد ميمون,DOUAR OULAD MIMOUNE COMMUNE AIN ZOHRA,دوار اولاد ميمون جماعة عين الزهراء,,Driouch,l'Oriental
ZRIGA,ازريقة,DOUAR ZRIGA COMMUNE OULAD BOUBKER,دوار  ازريقة    جماعة اولاد بوبكر,0655395773,Driouch,l'Oriental
SS OULAD ALI,م.م اولاد علي,DOUAR OULAD ALI COULAD BOUBKER,"دوار اولاد علي  ج,اولاد بوبكر",0655395774,Driouch,l'Oriental
HAMMOU MANSOUR   centre,حمو منصور المركز,DOUAR HAMMOU MANSOUR C OULAD BOUBKER,دوار حمو منصور  جماعة اولاد بوبكر,0655395775,Driouch,l'Oriental
DAR AL KABDANI CENTRE, دار الكبداني,DOUAR tijdit          BNI SAID COMMUNE DAR KEBDANI,دوار تجديت   جماعة دار الكبداني,0655395777,Driouch,l'Oriental
LAARI NAFAA,لعري النافع,douar laari nafaa c dar el kabdani,"دوار لعري النافع    ج,دار الكبداني",0655395805,Driouch,l'Oriental
SS TAZAGHINE,م.م تازغين,COMMUNE TAZAGHINE BNI SAID centre,جماعة ثازغين  بني سعيد المركز,0655396050,Driouch,l'Oriental
AMEJJAOU,امجاو,COMMUNE AMEJJAOU CENTRE,جماعة  امجاو  المركز,-  -  -,Driouch,l'Oriental
BOURAMMANA,بورمانة,COMMUNE AMEJJAOU ,جماعة امجاو ا,0655395799,Driouch,l'Oriental
ARMILA,ارميلة,douar rmila ait mait dar lkabdani driwache,دوار ارميلة  ايت مايت دار الكبداني ادريوش,-  -  -,Driouch,l'Oriental
TWOUNT,توونت,COMMUNE AIT MAIT CENTRE,جماعة ايت مايت  المركز,0655396054,Driouch,l'Oriental
SIDI AHMED ABDESLEM,سيدي احمد عبد السلام,ZEGANGAN CENTRE ECOLE SIDI AHMED  ABDESLEM,شارع محمد الخامس     ازغنغان,0655396131,Nador,l'Oriental
ALMINAA,الميناء,ECOLE AL MINAA  hay mOULAY BAGHDAD BENI ANSAR,مدرسة الميناء حي مولاي بغداد بني انصار,0655396116,Nador,l'Oriental
ASSMA,اسماء,HAY ALMOUKAWAMA OUARZAZATE,حي المقاومة ورزازات,0661945357,Ouarzazate,Sous-Massa-Draa
TASSOUMAATE,تصومعت,HAY TASSOUMAATE OUARZAZATE,حي تصومعت ورزازات,0661404175,Ouarzazate,Sous-Massa-Draa
EL KHANSSA,الخنساء,AVENUE DES FAR,شارع الجيش الملكي,0661983270,Ouarzazate,Sous-Massa-Draa
HOUMANE EL FATOUAKI,حمان الفطواكي,AVENUE DES FAR OUARZAZATE,شارع الجيش الملكي,024-88-26-28,Ouarzazate,Sous-Massa-Draa
allal ben abd allah,علال بن عبد الله,HAY ALMOUKAOUAMA  OUARZAZATE,شارع عبد الرحمان الصحراوي ورزازات,0661976001,Ouarzazate,Sous-Massa-Draa
IBN KHALDOUNE,ابن خلدون,IBN KHALDOUNE,ابن خلدون,0661613859 ,Ouarzazate,Sous-Massa-Draa
OUED EDDAHAB,واد الذهب,HAY OUED EDDAHAB  OUARZAZATE,حي واد الذهب ورزازات,-  -  -,Ouarzazate,Sous-Massa-Draa
TAOURIRTE,توريرت,HAY sidi daoud OUARZAZATE,حي سيدي داود  ورزازات,-  -  -,Ouarzazate,Sous-Massa-Draa
EL KODS,القدس,HAY AIT KDIF  OUARZAZATZE,حي ايت اكضيف,0661615753,Ouarzazate,Sous-Massa-Draa
TANSITA,تنسيطة,HAY EL MANSOUR DAHBI  ZAGORA,حي المنصور الذهبي زكورة,0661617581,Zagoura,Sous-Massa-Draa
ASSRIR,أسرير,ASRIR ILAMCHANE ZAGORA,أسرير/زكورة,0661618468,Zagoura,Sous-Massa-Draa
CHARIF EL ALAOUI,المولى الشريف العلوي,AVENUE MOHAMED 5 ZAGORA,شارع محمد الخامس زكورة,0661617931,Zagoura,Sous-Massa-Draa
TOUMOUR,التمور,HAY TOUMOUR ZAGORA,حي التمور,0661618297,Zagoura,Sous-Massa-Draa
AMZROU,أمزرو,HAY  AMZROU,أمزرو,0661617837,Zagoura,Sous-Massa-Draa
HAY MOULAY RACHID,حي مولاي رشيد,HAY MOULAY RACHID ZAGORA,حي مولاي رشيد زكورة,061618052,Zagoura,Sous-Massa-Draa
TAGAMMASTE,تجماصت,DOUAR TAGAMMASTE BP300TINGHIR OUARZAZATE,دوار تجماصت ص ب 300 تنغير ورززات,0661983412,Tinghir,Sous-Massa-Draa
MOUKHTARE ESSOUSSI,المختار السوسي,BP 174 TINGHIR ,ص ب 174 تنغير,0661944764,Tinghir,Sous-Massa-Draa
MADAIQUE,المضايق,BP 184 TINGHIR ,ص ب 184 تنغير,0661913209,Tinghir,Sous-Massa-Draa
SIDI MSKOUR,سيدي مسكور,MUNICIPALITE TINGHIR ,بلدية تنغير ,0661943092,Tinghir,Sous-Massa-Draa
AIT OUJANA,ايت اجنا,DOUAR AIT OUJANA TINGHIR ,دوار ايت اجنا تنغير,0661957009,Tinghir,Sous-Massa-Draa
AFANOUR,افانور,DOUAR AFANOUR TINGHIR OUARZAZATE,دوار افانور,0661950380,Tinghir,Sous-Massa-Draa
OMAR IBN EL KHATTAB,عمر بن الخطاب,MUNICIPALITE BOUMALNE OUARZAZATE,بلدية بومالن دادس,0524-83-00-19,Tinghir,Sous-Massa-Draa
KALAAT M'GOUNA,قلعة مكونة,MUNICIPALITE KALAAT M'GOUNA OUARZAZATE,بلدىة قلعة امكونة,024-83-61-06,Tinghir,Sous-Massa-Draa
YAKOUB ELMANSOUR,يعقوب المنصور,MUNICIPALITE TAZNAKHTE OUARZAZATE,بلدية تازناخت,0661983431,Ouarzazate,Sous-Massa-Draa
AGDZ,أكدز,MUNICIPALITE AGDZ,بلدية أكدز,0524843012,Zagoura,Sous-Massa-Draa
TAGHZOUTE,تغزوت, Taghzoute Tinghir,تغزوت تنغير ,0661915507,Tinghir,Sous-Massa-Draa
AIT AISSA,ايت عيسى,DOUAR AIT AISSA OU BRAHIM TINGHIR OUARZAZATE,دوار ايت عيسى او براهيم تنغير ورزازات,-  -  -,Tinghir,Sous-Massa-Draa
TABOUNTE,تابونت,HAY TABOUNTE OUARZAZATE,ترميكت حي تابونت ورزازات,0661983106,Ouarzazate,Sous-Massa-Draa
TAJDA,تاجدة,DOUAR TAJDA TARMIGT OUARZAZATE,دوار تاجدة تارميكت ورزازات,0661943875,Ouarzazate,Sous-Massa-Draa
TIGUEMI EL JDID,تكمي الجديد,DOUAR TIGUEMI EL JDID OUARZAZATE,دوار تكمي الجديد جماعة ترميكت,0661983214,Ouarzazate,Sous-Massa-Draa
SKOURA,سكورة,SKOURA CENTRE OUARZAZATE,جماعة سكورة اهل الوسسط,0661944754,Ouarzazate,Sous-Massa-Draa
EL KHAMSSA,الخامسة,SKOURA AHL EL OUST OUARZAZATE,دوار الخامسة جماعة سكورة,-  -  -,Ouarzazate,Sous-Massa-Draa
TAMASSINTE,تماسينت,HAY TAMASSINTE OUARZAZATE,حي تماسينت ورزازات,0661945853,Ouarzazate,Sous-Massa-Draa
FADRAGOUME,فدراكوم,DOUAR FADRAGOUME  OUARZAZATE,دوار فضراكوم ورزازات,0661987080,Ouarzazate,Sous-Massa-Draa
TIKOUTARE,تيكوتار,MUNICIPALITE  DE  TINGHIR,بلدية تنغير,0661951500,Tinghir,Sous-Massa-Draa
TAOURIRTE NIMZILENE,توريرت نمزيلن,TAOURIRTE NIMZILNE COMMUNE TINGHIR,تاوريرت نمزيلن تنغير,0661970508,Tinghir,Sous-Massa-Draa
HALLOUL,حلول,DOUAR HALLOUL TINGHIR OUARZAZATE,دوار حلول,0661943896,Tinghir,Sous-Massa-Draa
20 Aout,عشرين غشت,TINGHIR ,دوار اعدوان جماعة تينغير,0661944772,Tinghir,Sous-Massa-Draa
AIT BOUALLAL,ايت بولال,MUNICIPALITE BOUMALNE DADES,بومالن دادس,0661615927,Tinghir,Sous-Massa-Draa
TINMIOULE,تنميول,MUNICIPALITE BOUMALNE DADES TINGHIR,بلدية بومالن دادس تنغيــــــــر,0661945397,Tinghir,Sous-Massa-Draa
